StudentIndex,Name,YearOfStudy,CourseID1,CourseTitle1,BM25Score1,CourseID2,CourseTitle2,BM25Score2,CourseID3,CourseTitle3,BM25Score3,CourseID4,CourseTitle4,BM25Score4,CourseID5,CourseTitle5,BM25Score5
497,Student 498,Freshman,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,MATRL   205  ,WIDE-BAND GAP MATRL,57.7351,MATRL   207  ,MECH OF MATERIALS,57.7351,MATRL   200S ,INTRO STRUC & PHASE,57.7351,MATRL   215A ,SEMICOND DEVICE,55.097
498,Student 499,Junior,MATRL   207  ,MECH OF MATERIALS,63.83,MATRL   205  ,WIDE-BAND GAP MATRL,63.83,MATRL   200S ,INTRO STRUC & PHASE,63.83,MATRL   209A ,CRYSTALOG DIFFR FUN,60.7915,LING    272  ,LING COLLOQUIUM,56.257
499,Student 500,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,C LIT   191  ,FANTASY/FANTASTIC,40.9043,C LIT   194I ,INTERNSHIP,36.7032
500,Student 501,Senior,ECON    196A ,SEN HONORS SEM,44.8863,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,C LIT   197H ,SENIOR HONORS SEM,33.9186,CHEM    242A ,CHEM ASPECT BIO SYS,32.0127,FAMST   106A ,CREW PRODUCTION ONE,30.8705
501,Student 502,Senior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
502,Student 503,Graduate,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,ECE     130A ,SIGNAL ANALYSIS,40.9977,C LIT   191  ,FANTASY/FANTASTIC,40.9043
503,Student 504,Senior,ARTHI   127A ,AFRICAN ART-I,49.6884,FAMST   106A ,CREW PRODUCTION ONE,44.2397,FAMST   250  ,CULTURAL THEORY,40.2862,GREEK   598  ,MA RESEARCH & PREP,38.3745,ESM     257  ,CSTL POLICY & MGMT,37.642
504,Student 505,Senior,PHYS    143L ,PARTICLE PHYS LAB,63.0872,PHYS      6AL,INTRO EXPER PHYSICS,62.1656,PHYS     13AL,INTRO TO EXPER PHYS,59.2112,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676
505,Student 506,Junior,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,SOC     185M ,MARXIST&CRIT THEORY,33.027,PHYS    119A ,THERMO & STAT PHYS,32.4273
506,Student 507,Graduate,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,AS AM   181  ,DESIGN FOR EQUITY,35.4985,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,ARTHI     6F ,SUR ARCH & PLAN,31.8413,GREEK   598  ,MA RESEARCH & PREP,30.66
507,Student 508,Graduate,C LIT   197  ,JR/SR SEMINAR,44.5232,C LIT   197H ,SENIOR HONORS SEM,41.2213,FAMST   106A ,CREW PRODUCTION ONE,40.543,GREEK   598  ,MA RESEARCH & PREP,38.3745,C LIT   196H ,HONORS RESEARCH,37.229
508,Student 509,Senior,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
509,Student 510,Junior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,FAMST   106A ,CREW PRODUCTION ONE,44.2397,C LIT   191  ,FANTASY/FANTASTIC,40.9043
510,Student 511,Sophomore,PHIL    183  ,BEGIN MODERN LOGIC,46.5901,ECE     153A ,HRDW/SFTW INTERFACE,39.3778,MATRL   598  ,MS THESIS RSCH-PREP,38.6893,ED      360F ,ELD/SDAIE (MST),38.4654,MATRL   215A ,SEMICOND DEVICE,38.2028
511,Student 512,Freshman,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
512,Student 513,Junior,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,EACS      5  ,INTRO TO BUDDHISM,39.1042,INT      86VC,PORTR & SELF IN AI,37.7181,FR      599  ,DISS PREPARATION,36.9036
513,Student 514,Sophomore,CMPSC   111  ,INT COMPUTAT SCI,76.3735,C LIT   196H ,HONORS RESEARCH,74.9192,C LIT   197  ,JR/SR SEMINAR,71.5496,CMPSC    40  ,FOUNDATION COMP SCI,70.8665,CMPSC   180  ,COMPUTER GRAPHICS,70.144
514,Student 515,Freshman,C LIT   196H ,HONORS RESEARCH,36.0067,ARTHI   127A ,AFRICAN ART-I,35.1328,EEMB    183  ,TEACHING ASSISTANCE,34.1946,INT      86VC,PORTR & SELF IN AI,31.8248,C LIT   191  ,FANTASY/FANTASTIC,31.4822
515,Student 516,Sophomore,SOC     185M ,MARXIST&CRIT THEORY,53.041,C LIT   197  ,JR/SR SEMINAR,37.9171,ENGL    195I ,INTERN,36.9758,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411
516,Student 517,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,PHYS    143L ,PARTICLE PHYS LAB,35.3595,CMPSC   595A ,GP STD: FOUNDATIONS,34.0558,FR      599  ,DISS PREPARATION,31.9592,ARTHI     6F ,SUR ARCH & PLAN,31.8413
517,Student 518,Freshman,PHIL    599  ,PH D DISS PREP,46.103,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PHYS    110A ,ELECTROMAGNETISM,36.8603,MUS A   170M ,MIDDLE EAST ENS.,36.4269,PHIL    501  ,T A TRAINING,34.912
518,Student 519,Graduate,MATRL   599  ,PH D DISS PREP,47.256,MUS A   245BR,BRASS/ORCH REP,44.65,MUS A   237M ,SINGING GAUCHOS,44.0689,MUS A   241  ,PIANO ENSEMBLE,39.5737,PHIL    143  ,PHILOSOPHY OF LAW,38.8343
519,Student 520,Sophomore,C LIT   197  ,JR/SR SEMINAR,44.5232,C LIT   197H ,SENIOR HONORS SEM,41.2213,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,ENGL    195I ,INTERN,38.9,PHIL    252G ,PLATO,37.3243
520,Student 521,Sophomore,ARTHI     6F ,SUR ARCH & PLAN,46.7491,ART     594  ,SP STUDIES/ST ART,44.0455,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,43.3254,ARTHI   192D ,UCSB INTERNSHIP,42.2994,ARTHI   265  ,SEM ARCH HIST URBAN,40.9473
521,Student 522,Sophomore,ANTH    206GW,CUR PROBS IN ARCH,47.3385,ARTHI     6F ,SUR ARCH & PLAN,37.3858,MATH      4B ,DIFF EQUATIONS,36.9968,PHIL    252G ,PLATO,34.9731,ARTHI   192D ,UCSB INTERNSHIP,34.0062
522,Student 523,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,AS AM   181  ,DESIGN FOR EQUITY,37.0034,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,PHYS    119A ,THERMO & STAT PHYS,32.4273
523,Student 524,Graduate,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659
524,Student 525,Freshman,C LIT   196H ,HONORS RESEARCH,61.163,C LIT   197  ,JR/SR SEMINAR,60.6026,CMPSC   111  ,INT COMPUTAT SCI,58.7347,C LIT   197H ,SENIOR HONORS SEM,55.5452,CMPSC    40  ,FOUNDATION COMP SCI,54.4995
525,Student 526,Junior,MUS A   147S ,JAZZ ENSEMBLE,35.6901,FR      599  ,DISS PREPARATION,33.8289,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684
526,Student 527,Junior,FR      104C ,ADV FRENCH GRAMMAR,46.0386,FAMST   250  ,CULTURAL THEORY,41.4718,C LIT   196H ,HONORS RESEARCH,37.229,DANCE   190  ,UCSB DANCE COMPANY,36.4808,EARTH   113  ,ENG & ENV GEOLOGY,36.4808
527,Student 528,Freshman,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432,PHIL    183  ,BEGIN MODERN LOGIC,55.2807,MUS A   270M ,MIDDLE EAST ENS.,54.8601
528,Student 529,Sophomore,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MUS A   252  ,VIOLIN ENSEMBLE,38.9999
529,Student 530,Freshman,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684
530,Student 531,Freshman,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731,PHYS    228  ,ATOMIC & MOLEC PHYS,29.1543
531,Student 532,Freshman,FAMST   106A ,CREW PRODUCTION ONE,44.2397,PSTAT   190  ,ULA TRAINING,39.2279,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,FAMST    95  ,INTERNSHIP,34.1207
532,Student 533,Junior,C LIT   196H ,HONORS RESEARCH,60.2649,C LIT   197  ,JR/SR SEMINAR,58.8297,C LIT   197H ,SENIOR HONORS SEM,57.2067,C LIT   191  ,FANTASY/FANTASTIC,50.5696,C LIT   194I ,INTERNSHIP,47.2292
533,Student 534,Senior,C LIT   196H ,HONORS RESEARCH,61.163,C LIT   197  ,JR/SR SEMINAR,60.6026,CMPSC   111  ,INT COMPUTAT SCI,58.7347,C LIT   197H ,SENIOR HONORS SEM,55.5452,CMPSC    40  ,FOUNDATION COMP SCI,54.4995
534,Student 535,Graduate,ECE     146A ,DIG COMM FUND,45.7696,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,CMPSC   502  ,TEACHING COMPTR SCI,34.2449,GLOBL   197E ,SPECIAL TOPICS,33.886
535,Student 536,Sophomore,FR      599  ,DISS PREPARATION,38.7733,C LIT   197H ,SENIOR HONORS SEM,33.9186,SOC     185M ,MARXIST&CRIT THEORY,33.027,C LIT   197  ,JR/SR SEMINAR,29.8408,MATRL   200S ,INTRO STRUC & PHASE,29.1889
536,Student 537,Senior,C LIT   197H ,SENIOR HONORS SEM,49.444,C LIT   197  ,JR/SR SEMINAR,49.1667,C LIT   196H ,HONORS RESEARCH,47.2941,AS AM   181  ,DESIGN FOR EQUITY,43.7161,C LIT   191  ,FANTASY/FANTASTIC,40.9043
537,Student 538,Sophomore,INT      86VC,PORTR & SELF IN AI,39.2027,C LIT   197  ,JR/SR SEMINAR,37.9171,MUS A   244  ,CHAMBER MUS ENS,37.866,PHIL      3  ,CRITICAL THINKING,35.9931,MUS A   147S ,JAZZ ENSEMBLE,35.6901
538,Student 539,Senior,ARTHI   192D ,UCSB INTERNSHIP,52.4471,INT      86VC,PORTR & SELF IN AI,44.2768,ART     593MS,MFA THESIS PROJECT,43.0338,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928
539,Student 540,Graduate,GREEK   598  ,MA RESEARCH & PREP,38.3745,C LIT   197  ,JR/SR SEMINAR,37.9171,RENST   199  ,INDEPENDENT STUDIES,34.5948,C LIT   197H ,SENIOR HONORS SEM,34.4661,ARTHI   192D ,UCSB INTERNSHIP,34.0062
540,Student 541,Sophomore,MCDB    290CE,C ELEGANS DEVELOP,39.3031,GREEK   598  ,MA RESEARCH & PREP,38.3745,GLOBL   199  ,INDEPENDENT STUDIES,37.9225,ARTHI   192D ,UCSB INTERNSHIP,34.0062,ART     594  ,SP STUDIES/ST ART,32.2488
541,Student 542,Senior,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,LING    272  ,LING COLLOQUIUM,35.8356
542,Student 543,Sophomore,MUS A   170M ,MIDDLE EAST ENS.,36.4269,EEMB     11  ,BIOME I,33.1029,ME      292  ,DESIGN TRANSDUCER,33.1029,MUS A   170J ,GAMELAN ENS.,32.7983,PSTAT   501  ,TCH ASST TRAINING,31.491
543,Student 544,Senior,FR      599  ,DISS PREPARATION,43.4602,INT      86VC,PORTR & SELF IN AI,37.7181,LING    131  ,SOCIOCULT LING,36.1248,PHIL      3  ,CRITICAL THINKING,35.9931,MUS A   147S ,JAZZ ENSEMBLE,35.6901
544,Student 545,Sophomore,PSTAT   190  ,ULA TRAINING,39.2279,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS      6AL,INTRO EXPER PHYSICS,32.7769,ECE     130A ,SIGNAL ANALYSIS,32.1336,DYNS    592  ,DYNS SEMINAR,31.607
545,Student 546,Junior,MUS A   147S ,JAZZ ENSEMBLE,56.3209,MUS A   244  ,CHAMBER MUS ENS,51.5786,MUS A   245  ,BRASS QUINTET,50.5217,MUS A   170M ,MIDDLE EAST ENS.,49.2603,ECE     146A ,DIG COMM FUND,45.7696
546,Student 547,Sophomore,MUS A   252  ,VIOLIN ENSEMBLE,40.3154,PHIL      3  ,CRITICAL THINKING,38.8979,FR      599  ,DISS PREPARATION,38.7733,LING    131  ,SOCIOCULT LING,36.1248,MUS A   147S ,JAZZ ENSEMBLE,35.6901
547,Student 548,Junior,C LIT   599  ,PH D DIS RE & PREP,73.6158,IQB     290CE,C. ELEG DEVELOP,42.7616,C LIT   197H ,SENIOR HONORS SEM,42.6888,C LIT   197  ,JR/SR SEMINAR,42.5606,PHYS      6AL,INTRO EXPER PHYSICS,39.4821
548,Student 549,Senior,PHIL    599  ,PH D DISS PREP,63.7769,PHYS      6AL,INTRO EXPER PHYSICS,52.8927,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,CMPSC   502  ,TEACHING COMPTR SCI,48.7886,PHYS    228  ,ATOMIC & MOLEC PHYS,48.5904
549,Student 550,Graduate,CMPSC   111  ,INT COMPUTAT SCI,45.8241,ESM     440A ,STRATEGIC ENV COMM,42.5239,CMPSC    40  ,FOUNDATION COMP SCI,42.5199,CMPSC   189A ,SR CMPTR PRJCT,42.0864,CMPSC    99  ,INDEPENDENT STUDIES,42.0864
550,Student 551,Senior,FAMST   106A ,CREW PRODUCTION ONE,40.543,GLOBL     1  ,GLOBL HIS/CUL/IDEOL,39.2166,GLOBL   124  ,GLOBAL PEAC & CONFL,35.2322,AS AM   181  ,DESIGN FOR EQUITY,34.2044,FAMST    95  ,INTERNSHIP,34.1207
551,Student 552,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,61.4161,PHYS     13AL,INTRO TO EXPER PHYS,40.933,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736
552,Student 553,Graduate,MARSC   595  ,SEM MARINE SCIENCE,45.8435,LING    297  ,GRADUATE STUDIES,45.8435,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736
553,Student 554,Senior,LING    195A ,HONORS THESIS,46.7597,MUS A   170M ,MIDDLE EAST ENS.,46.4502,MUS A   170J ,GAMELAN ENS.,42.795,MUS A   252  ,VIOLIN ENSEMBLE,40.5399,LING    131  ,SOCIOCULT LING,36.1248
554,Student 555,Sophomore,C LIT   599  ,PH D DIS RE & PREP,67.5297,CMPSC   190DD,SPECIAL TOPICS,60.0927,C LIT   197  ,JR/SR SEMINAR,54.1862,C LIT   210  ,PROSEM IN COMP LIT,53.3153,ED      360F ,ELD/SDAIE (MST),51.7616
555,Student 556,Freshman,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,MATRL   207  ,MECH OF MATERIALS,34.6411,SOC     185M ,MARXIST&CRIT THEORY,34.2947
556,Student 557,Senior,LING    297  ,GRADUATE STUDIES,37.6521,MARSC   595  ,SEM MARINE SCIENCE,37.6521,ARTHI     6F ,SUR ARCH & PLAN,30.1156,ART     122PC,PHYSICAL COMPUTING,28.1536,SOC     185M ,MARXIST&CRIT THEORY,28.1123
557,Student 558,Senior,FR      599  ,DISS PREPARATION,43.4602,FAMST   106A ,CREW PRODUCTION ONE,39.7833,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,CMPSC   502  ,TEACHING COMPTR SCI,39.0928,C LIT   197H ,SENIOR HONORS SEM,33.9186
558,Student 559,Junior,FR      599  ,DISS PREPARATION,38.7733,INT      86VC,PORTR & SELF IN AI,34.0639,PHYS     20AL,EXPERIMENTAL PHYS,33.4419,FAMST   106A ,CREW PRODUCTION ONE,30.8705,PHYS    145L ,EXP RES IN ASTROPHY,30.6153
559,Student 560,Sophomore,GREEK   598  ,MA RESEARCH & PREP,38.3745,ARTHI     6F ,SUR ARCH & PLAN,37.3858,AS AM   181  ,DESIGN FOR EQUITY,34.5655,CMPSC   502  ,TEACHING COMPTR SCI,34.2449,ARTHI   192D ,UCSB INTERNSHIP,34.0062
560,Student 561,Freshman,MATRL   207  ,MECH OF MATERIALS,29.1889,MATRL   205  ,WIDE-BAND GAP MATRL,29.1889,MATRL   200S ,INTRO STRUC & PHASE,29.1889,MATH    108B ,LINEAR ALGEBRA,28.7743,ME      154  ,STRUCTURES,27.6125
561,Student 562,Senior,ECON    196A ,SEN HONORS SEM,44.8863,PSTAT   223A ,STOCHASTIC CALCULUS,35.7065,C LIT   197H ,SENIOR HONORS SEM,33.9186,CHEM    242A ,CHEM ASPECT BIO SYS,32.0127,FAMST   106A ,CREW PRODUCTION ONE,30.8705
562,Student 563,Junior,C LIT   196H ,HONORS RESEARCH,59.9408,CMPSC   111  ,INT COMPUTAT SCI,58.7347,CMPSC    40  ,FOUNDATION COMP SCI,54.4995,CMPSC   189A ,SR CMPTR PRJCT,53.9439,CMPSC   184  ,MOBILE APP DEV,53.9439
563,Student 564,Sophomore,FR      599  ,DISS PREPARATION,38.5157,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,INT     594NP,NAT AM & INDIG ST,33.9285,GLOBL   197E ,SPECIAL TOPICS,33.886
564,Student 565,Freshman,MATH    197B ,SENIOR THESIS,40.0335,MATH      4B ,DIFF EQUATIONS,36.9968,MUS A   147S ,JAZZ ENSEMBLE,35.6901,MUS A   249  ,PERCUSSION ENS,34.2094,MUS A   170Z ,ETHNO PERF ENSEMBLE,34.1928
565,Student 566,Freshman,SOC     185M ,MARXIST&CRIT THEORY,46.0005,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,C LIT   197H ,SENIOR HONORS SEM,40.4798
566,Student 567,Junior,PHYS     21  ,GEN PHYS,44.5577,ECE     153A ,HRDW/SFTW INTERFACE,39.3778,MATRL   598  ,MS THESIS RSCH-PREP,38.6893,ED      360F ,ELD/SDAIE (MST),38.4654,MATRL   215A ,SEMICOND DEVICE,38.2028
567,Student 568,Graduate,INT      86VC,PORTR & SELF IN AI,41.4418,FR      599  ,DISS PREPARATION,38.7733,C LIT   197H ,SENIOR HONORS SEM,33.9186,PHYS      6AL,INTRO EXPER PHYSICS,32.7769,PHYS    115C ,QUANTUM MECHANICS,30.3249
568,Student 569,Senior,ART     594  ,SP STUDIES/ST ART,37.2281,ARTHI   113B ,17C ART IN ITALY I,34.2834,ARTHI   192D ,UCSB INTERNSHIP,33.7285,ARTHI   265  ,SEM ARCH HIST URBAN,33.4696,ARTHI   192E ,OFF CAMPUS INTERN,32.0307
569,Student 570,Freshman,ECE     146A ,DIG COMM FUND,45.7696,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,PSTAT   190  ,ULA TRAINING,39.2279
570,Student 571,Senior,FAMST   106A ,CREW PRODUCTION ONE,40.543,GREEK   598  ,MA RESEARCH & PREP,38.3745,RENST   199  ,INDEPENDENT STUDIES,34.5948,FAMST    95  ,INTERNSHIP,34.1207,GLOBL   197E ,SPECIAL TOPICS,33.886
571,Student 572,Senior,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,LING    272  ,LING COLLOQUIUM,35.8356
572,Student 573,Junior,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749
573,Student 574,Graduate,LING    195A ,HONORS THESIS,54.9511,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,PHIL    599  ,PH D DISS PREP,36.2768,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411
574,Student 575,Graduate,PHYS      6AL,INTRO EXPER PHYSICS,81.5319,PHYS    143L ,PARTICLE PHYS LAB,63.0872,PHYS     13AL,INTRO TO EXPER PHYS,59.2112,PHYS    145L ,EXP RES IN ASTROPHY,51.0255,PHYS     20AL,EXPERIMENTAL PHYS,50.676
575,Student 576,Graduate,PHIL      3  ,CRITICAL THINKING,48.9167,C LIT   197  ,JR/SR SEMINAR,37.9171,ME       11  ,INTRO CONCEPTS ME,36.0269,MUS A   147S ,JAZZ ENSEMBLE,35.6901,C LIT   197H ,SENIOR HONORS SEM,34.4661
576,Student 577,Graduate,MCDB    290CE,C ELEGANS DEVELOP,38.9392,MUS A   147S ,JAZZ ENSEMBLE,35.6901,PHIL    151  ,PRE-SOCRATICS,33.6233,PHIL    128  ,FEMINIST PHILOSOPHY,33.2659,PHIL    183  ,BEGIN MODERN LOGIC,33.1684
577,Student 578,Graduate,ECE     146A ,DIG COMM FUND,54.536,C LIT   197  ,JR/SR SEMINAR,44.5232,CMPSC    24  ,PROBLEM SOLVING II,44.4517,CMPSC   110  ,INTRO RESEARCH CS,44.4517,C LIT   197H ,SENIOR HONORS SEM,41.2213
578,Student 579,Senior,GLOBL   197E ,SPECIAL TOPICS,51.5344,ARTHI   192D ,UCSB INTERNSHIP,51.1481,GLOBL   199  ,INDEPENDENT STUDIES,49.3394,RENST   199  ,INDEPENDENT STUDIES,49.2898,ARTHI   265  ,SEM ARCH HIST URBAN,46.6455
579,Student 580,Freshman,ECON    204A ,MACROECON THEORY,34.1889,ARTHI   192D ,UCSB INTERNSHIP,34.0062,ENV S   199  ,INDEPENDENT STUDIES,32.8772,ART     594  ,SP STUDIES/ST ART,32.2488,ARTHI   265  ,SEM ARCH HIST URBAN,31.6901
580,Student 581,Graduate,INT      86VC,PORTR & SELF IN AI,46.1395,ARTHI   192D ,UCSB INTERNSHIP,43.5984,ART     593MS,MFA THESIS PROJECT,39.3852,FAMST   195I ,INTERNSHIP,35.2349,C LIT   197H ,SENIOR HONORS SEM,33.9186
581,Student 582,Sophomore,ECE     153A ,HRDW/SFTW INTERFACE,39.3778,MATRL   598  ,MS THESIS RSCH-PREP,38.6893,ED      360F ,ELD/SDAIE (MST),38.4654,ARTHI     6F ,SUR ARCH & PLAN,37.3858,ECON    136A ,INTERMED ACCOUNTING,34.6526
582,Student 583,Junior,INT      86VC,PORTR & SELF IN AI,55.687,ARTHI   192D ,UCSB INTERNSHIP,35.3052,FAMST   195I ,INTERNSHIP,35.2349,ART     593MS,MFA THESIS PROJECT,33.4578,PORT    199  ,INDEP PORT STUDIES,32.9451
583,Student 584,Graduate,MUS A   170M ,MIDDLE EAST ENS.,66.4967,MUS A   170J ,GAMELAN ENS.,62.7883,MUS A   147S ,JAZZ ENSEMBLE,59.4835,PHIL    151  ,PRE-SOCRATICS,56.0389,PHIL    128  ,FEMINIST PHILOSOPHY,55.4432
584,Student 585,Junior,PHYS      6AL,INTRO EXPER PHYSICS,32.7769,ECE     130A ,SIGNAL ANALYSIS,32.1336,PSTAT   190  ,ULA TRAINING,29.8029,ME      154  ,STRUCTURES,27.6125,DYNS    592  ,DYNS SEMINAR,26.6342
585,Student 586,Freshman,C LIT   191  ,FANTASY/FANTASTIC,50.0438,SOC     130GR,GLOBAL & RESIST,45.1268,SOC     152B ,TOPICS IN SEXUALITY,44.0411,SOC     149  ,SELF AND IDENTITY,43.9056,C LIT   196H ,HONORS RESEARCH,43.7471
586,Student 587,Sophomore,PHYS      6AL,INTRO EXPER PHYSICS,39.4821,PHYS    145L ,EXP RES IN ASTROPHY,30.6153,PHIL    599  ,PH D DISS PREP,29.4785,CMPSC   502  ,TEACHING COMPTR SCI,29.2731,PHYS    228  ,ATOMIC & MOLEC PHYS,29.1543
587,Student 588,Graduate,AS AM   181  ,DESIGN FOR EQUITY,34.5655,CMPSC   502  ,TEACHING COMPTR SCI,34.2449,MUS     119A ,MUSIC AND POLITICS,28.6815,MUS     120A ,ORCH CONDUCTING,28.6815,ARTHI     6F ,SUR ARCH & PLAN,28.0225
588,Student 589,Sophomore,MATRL   599  ,PH D DISS PREP,47.256,MATRL   200S ,INTRO STRUC & PHASE,40.736,MATRL   207  ,MECH OF MATERIALS,40.736,MATRL   205  ,WIDE-BAND GAP MATRL,40.736,SOC     185M ,MARXIST&CRIT THEORY,39.2094
589,Student 590,Junior,FAMST   106A ,CREW PRODUCTION ONE,39.7833,C LIT   197H ,SENIOR HONORS SEM,33.9186,GREEK   598  ,MA RESEARCH & PREP,30.66,FAMST    95  ,INTERNSHIP,29.9075,C LIT   197  ,JR/SR SEMINAR,29.8408
590,Student 591,Sophomore,MATRL   209A ,CRYSTALOG DIFFR FUN,36.4749,MATRL   207  ,MECH OF MATERIALS,34.6411,MATRL   200S ,INTRO STRUC & PHASE,34.6411,MATRL   205  ,WIDE-BAND GAP MATRL,34.6411,SOC     185M ,MARXIST&CRIT THEORY,34.2947
